Chk#,Sales Area,Member #,Open Time,Close Time,First Fire,Last Fulfilled,Net Amount,Tax,Gratuity,Comp,Discount,Void,Total Due,Settlement Method
chk_00584,outlet_grill,mbr_076,2026-03-09 12:35:00,2026-03-09 13:30:00,2026-03-09 12:46:00,2026-03-09 13:24:00,96,8.16,14.4,0,0,0,118.56,credit_card
chk_00585,outlet_bar_lounge,mbr_076,2026-02-24 15:06:00,2026-02-24 16:11:00,2026-02-24 15:12:00,2026-02-24 16:04:00,18,1.53,2.88,0,0,0,22.41,cash
chk_00588,outlet_grill,mbr_077,2026-03-09 12:35:00,2026-03-09 13:31:00,2026-03-09 12:50:00,2026-03-09 13:25:00,155,13.18,23.25,0,0,0,191.43,credit_card
chk_00589,outlet_bar_lounge,mbr_077,2026-02-24 15:06:00,2026-02-24 16:34:00,2026-02-24 15:12:00,2026-02-24 16:27:00,18,1.53,3.6,0,0,0,23.13,cash
chk_00591,outlet_grill,mbr_077,2025-12-29 10:47:00,2025-12-29 11:33:00,2025-12-29 11:00:00,2025-12-29 11:18:00,130,11.05,22.1,0,14,0,149.15,credit_card
chk_00592,outlet_bar_lounge,mbr_077,2026-02-07 18:57:00,2026-02-07 20:15:00,2026-02-07 19:12:00,2026-02-07 20:05:00,53,4.51,10.07,0,0,0,67.58,cash
chk_00594,outlet_bar_lounge,mbr_078,2026-02-06 18:57:00,2026-02-06 20:15:00,2026-02-06 19:05:00,2026-02-06 20:05:00,53,4.51,10.07,0,0,0,67.58,cash
chk_00595,outlet_main_dining,mbr_078,2025-12-25 20:28:00,2025-12-25 21:17:00,2025-12-25 20:38:00,2025-12-25 21:12:00,79,6.72,18.96,0,0,0,104.68,member_charge
chk_00596,outlet_grill,mbr_078,2026-03-05 13:38:00,2026-03-05 14:37:00,2026-03-05 13:43:00,2026-03-05 14:31:00,164,13.94,24.6,0,0,0,202.54,credit_card
chk_00636,outlet_grill,mbr_084,2025-12-20 12:32:00,2025-12-20 13:25:00,2025-12-20 12:46:00,2025-12-20 13:20:00,148,12.58,37,0,0,0,197.58,member_charge
chk_00652,outlet_grill,mbr_087,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:43:00,2025-12-24 12:14:00,140,11.9,35,0,0,0,186.9,member_charge
chk_00653,outlet_grill,mbr_087,2026-03-04 13:00:00,2026-03-04 14:22:00,2026-03-04 13:05:00,2026-03-04 14:12:00,166,14.11,31.54,0,0,0,211.65,cash
chk_00656,outlet_bar_lounge,mbr_087,2026-02-14 16:51:00,2026-02-14 18:03:00,2026-02-14 17:05:00,2026-02-14 17:54:00,37,3.15,6.66,0,0,0,46.81,credit_card
chk_00657,outlet_bar_lounge,mbr_087,2026-02-01 19:23:00,2026-02-01 20:45:00,2026-02-01 19:32:00,2026-02-01 20:34:00,63,5.36,14.49,0,0,0,82.85,member_charge
chk_00658,outlet_grill,mbr_087,2025-12-20 12:32:00,2025-12-20 13:25:00,2025-12-20 12:43:00,2025-12-20 13:20:00,149,12.67,37.25,0,0,0,198.92,credit_card
chk_00659,outlet_bar_lounge,mbr_088,2026-02-14 16:51:00,2026-02-14 18:03:00,2026-02-14 16:58:00,2026-02-14 17:54:00,37,3.15,6.66,0,0,0,46.81,member_charge
chk_00661,outlet_grill,mbr_088,2025-12-19 12:32:00,2025-12-19 13:25:00,2025-12-19 12:47:00,2025-12-19 13:20:00,149,12.67,37.25,0,0,0,198.92,credit_card
chk_00665,outlet_bar_lounge,mbr_089,2026-02-23 15:45:00,2026-02-23 16:51:00,2026-02-23 15:58:00,2026-02-23 16:43:00,20,1.7,3.2,0,13,0,11.9,credit_card
chk_00666,outlet_bar_lounge,mbr_089,2026-02-10 17:16:00,2026-02-10 18:32:00,2026-02-10 17:24:00,2026-02-10 18:23:00,46,3.91,8.28,0,0,0,58.19,member_charge
chk_00667,outlet_grill,mbr_089,2025-12-28 10:26:00,2025-12-28 11:13:00,2025-12-28 10:35:00,2025-12-28 10:58:00,72,6.12,17.28,19,0,0,76.4,member_charge
chk_00668,outlet_grill,mbr_089,2026-03-08 13:57:00,2026-03-08 14:53:00,2026-03-08 14:12:00,2026-03-08 14:47:00,158,13.43,23.7,0,0,0,195.13,cash
chk_00671,outlet_grill,mbr_090,2026-03-08 13:57:00,2026-03-08 15:16:00,2026-03-08 14:12:00,2026-03-08 15:06:00,158,13.43,30.02,0,0,0,201.45,cash
chk_00674,outlet_bar_lounge,mbr_090,2026-02-18 16:48:00,2026-02-18 17:57:00,2026-02-18 17:01:00,2026-02-18 17:49:00,29,2.47,4.93,0,0,0,36.4,credit_card
chk_00675,outlet_bar_lounge,mbr_090,2026-02-05 18:20:00,2026-02-05 19:39:00,2026-02-05 18:28:00,2026-02-05 19:29:00,55,4.68,12.65,0,0,0,72.33,member_charge
chk_00676,outlet_grill,mbr_090,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:39:00,2025-12-24 12:14:00,141,11.99,35.25,0,0,0,188.24,member_charge
chk_00678,outlet_grill,mbr_091,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:43:00,2025-12-24 12:14:00,141,11.99,35.25,0,0,0,188.24,member_charge
chk_00739,outlet_bar_lounge,mbr_099,2026-02-26 14:42:00,2026-02-26 15:45:00,2026-02-26 14:54:00,2026-02-26 15:38:00,117,9.95,18.72,0,0,0,145.67,credit_card
chk_00702,outlet_main_dining,mbr_094,2026-03-03 08:39:00,2026-03-03 09:39:00,2026-03-03 08:51:00,2026-03-03 09:33:00,107,9.1,16.05,0,0,0,132.15,credit_card
chk_00703,outlet_bar_lounge,mbr_094,2026-02-18 16:48:00,2026-02-18 17:58:00,2026-02-18 16:54:00,2026-02-18 17:50:00,30,2.55,5.1,0,0,0,37.65,credit_card
chk_00748,outlet_main_dining,mbr_101,2026-03-07 08:36:00,2026-03-07 09:33:00,2026-03-07 08:47:00,2026-03-07 09:27:00,100,8.5,15,0,0,0,123.5,credit_card
chk_00750,outlet_bar_lounge,mbr_102,2026-02-22 15:08:00,2026-02-22 16:15:00,2026-02-22 15:14:00,2026-02-22 16:07:00,23,1.96,4.83,0,0,0,29.79,cash
chk_00700,outlet_grill,mbr_094,2026-02-05 13:58:00,2026-02-05 15:17:00,2026-02-05 14:13:00,2026-02-05 15:07:00,159,13.52,30.21,0,0,0,202.73,cash
chk_00705,outlet_bar_lounge,mbr_095,2026-02-18 16:10:00,2026-02-18 17:20:00,2026-02-18 16:17:00,2026-02-18 17:12:00,30,2.55,5.1,0,0,0,37.65,cash
chk_00707,outlet_grill,mbr_095,2025-12-23 11:51:00,2025-12-23 12:41:00,2025-12-23 12:05:00,2025-12-23 12:36:00,142,12.07,35.5,0,0,0,189.57,credit_card
chk_00708,outlet_bar_lounge,mbr_095,2026-02-01 19:01:00,2026-02-01 20:23:00,2026-02-01 19:06:00,2026-02-01 20:12:00,168,14.28,31.92,0,0,0,214.2,cash
chk_00710,outlet_bar_lounge,mbr_095,2026-02-27 14:42:00,2026-02-27 15:45:00,2026-02-27 14:54:00,2026-02-27 15:38:00,116,9.86,18.56,0,0,0,144.42,credit_card
chk_00711,outlet_bar_lounge,mbr_095,2026-02-14 16:52:00,2026-02-14 18:05:00,2026-02-14 16:59:00,2026-02-14 17:56:00,39,3.32,7.02,0,0,0,49.34,member_charge
chk_00732,outlet_grill,mbr_098,2025-12-23 11:30:00,2025-12-23 12:21:00,2025-12-23 11:44:00,2025-12-23 12:16:00,142,12.07,35.5,0,0,0,189.57,member_charge
chk_00733,outlet_grill,mbr_099,2026-03-03 14:39:00,2026-03-03 15:39:00,2026-03-03 14:51:00,2026-03-03 15:32:00,168,14.28,25.2,0,0,0,207.48,credit_card
chk_00772,outlet_bar_lounge,mbr_105,2026-02-21 15:08:00,2026-02-21 16:15:00,2026-02-21 15:14:00,2026-02-21 16:07:00,23,1.96,3.91,0,0,0,28.87,cash
chk_00752,outlet_grill,mbr_102,2025-12-27 11:49:00,2025-12-27 12:37:00,2025-12-27 12:03:00,2025-12-27 12:22:00,135,11.48,32.4,0,8,0,170.88,credit_card
chk_00753,outlet_bar_lounge,mbr_102,2026-02-04 18:58:00,2026-02-04 20:18:00,2026-02-04 19:13:00,2026-02-04 20:08:00,161,13.69,30.59,0,0,0,205.28,cash
chk_00774,outlet_grill,mbr_106,2026-03-06 13:37:00,2026-03-06 14:35:00,2026-03-06 13:48:00,2026-03-06 14:29:00,161,13.69,24.15,0,0,0,198.84,credit_card
chk_00775,outlet_bar_lounge,mbr_106,2026-02-21 15:08:00,2026-02-21 16:15:00,2026-02-21 15:14:00,2026-02-21 16:07:00,24,2.04,5.04,0,0,0,31.08,cash
chk_00777,outlet_grill,mbr_106,2025-12-26 11:49:00,2025-12-26 12:37:00,2025-12-26 12:03:00,2025-12-26 12:22:00,135,11.48,22.95,0,14,0,155.43,credit_card
chk_00778,outlet_bar_lounge,mbr_106,2026-02-04 18:59:00,2026-02-04 20:19:00,2026-02-04 19:14:00,2026-02-04 20:09:00,58,4.93,11.02,0,0,0,73.95,cash
chk_00780,outlet_bar_lounge,mbr_107,2026-02-04 18:59:00,2026-02-04 20:19:00,2026-02-04 19:07:00,2026-02-04 20:09:00,58,4.93,11.02,0,0,0,73.95,cash
chk_00781,outlet_main_dining,mbr_107,2025-12-22 20:30:00,2025-12-22 21:21:00,2025-12-22 20:40:00,2025-12-22 21:16:00,84,7.14,21,0,0,0,112.14,member_charge
chk_00782,outlet_grill,mbr_107,2026-03-02 14:40:00,2026-03-02 15:41:00,2026-03-02 14:45:00,2026-03-02 15:34:00,170,14.45,27.2,0,0,0,211.65,credit_card
chk_00785,outlet_grill,mbr_107,2025-12-22 11:52:00,2025-12-22 13:06:00,2025-12-22 12:06:00,2025-12-22 12:57:00,144,12.24,25.92,0,0,0,182.16,cash
chk_00789,outlet_bar_lounge,mbr_108,2026-02-12 17:52:00,2026-02-12 19:06:00,2026-02-12 18:06:00,2026-02-12 18:57:00,144,12.24,25.92,0,0,0,182.16,cash
chk_00791,outlet_grill,mbr_108,2025-12-18 12:33:00,2025-12-18 13:27:00,2025-12-18 12:44:00,2025-12-18 13:21:00,93,7.91,23.25,0,0,0,124.16,credit_card
chk_00792,outlet_bar_lounge,mbr_108,2026-02-25 14:05:00,2026-02-25 15:09:00,2026-02-25 14:11:00,2026-02-25 15:02:00,178,15.13,28.48,0,0,0,221.61,cash
chk_00794,outlet_grill,mbr_108,2025-12-31 10:24:00,2025-12-31 11:09:00,2025-12-31 10:37:00,2025-12-31 10:54:00,127,10.8,30.48,0,8,0,160.28,member_charge
chk_00835,outlet_grill,mbr_114,2026-02-16 11:50:00,2026-02-16 13:01:00,2026-02-16 12:04:00,2026-02-16 12:53:00,137,11.65,23.29,0,0,0,171.94,credit_card
chk_00825,outlet_bar_lounge,mbr_113,2026-02-25 15:05:00,2026-02-25 16:32:00,2026-02-25 15:11:00,2026-02-25 16:21:00,180,15.3,36,0,0,0,231.3,cash
chk_00827,outlet_grill,mbr_113,2025-12-30 10:46:00,2025-12-30 11:54:00,2025-12-30 10:59:00,2025-12-30 11:39:00,128,10.88,21.76,0,14,0,146.64,credit_card
chk_00828,outlet_bar_lounge,mbr_113,2026-02-08 17:56:00,2026-02-08 19:13:00,2026-02-08 18:11:00,2026-02-08 19:03:00,51,4.34,9.18,0,0,0,64.52,cash
chk_00830,outlet_bar_lounge,mbr_114,2026-02-07 17:56:00,2026-02-07 19:13:00,2026-02-07 18:04:00,2026-02-07 19:03:00,51,4.34,9.69,0,0,0,65.03,member_charge
chk_00831,outlet_grill,mbr_114,2025-12-26 20:28:00,2025-12-26 21:16:00,2025-12-26 20:38:00,2025-12-26 21:01:00,77,6.55,18.48,19,0,0,83.03,member_charge
chk_00832,outlet_grill,mbr_114,2026-03-06 13:37:00,2026-03-06 14:35:00,2026-03-06 13:52:00,2026-03-06 14:29:00,162,13.77,24.3,0,0,0,200.07,credit_card
chk_00836,outlet_bar_lounge,mbr_114,2026-02-03 18:59:00,2026-02-03 20:20:00,2026-02-03 19:07:00,2026-02-03 20:10:00,59,5.02,11.21,0,0,0,75.23,cash
chk_00837,outlet_main_dining,mbr_114,2025-12-22 20:31:00,2025-12-22 21:23:00,2025-12-22 20:41:00,2025-12-22 21:18:00,85,7.23,21.25,0,0,0,113.48,member_charge
chk_00839,outlet_bar_lounge,mbr_115,2026-02-16 16:50:00,2026-02-16 18:01:00,2026-02-16 17:04:00,2026-02-16 17:52:00,34,2.89,5.78,0,0,0,42.67,credit_card
chk_00853,outlet_grill,mbr_116,2025-12-30 10:47:00,2025-12-30 11:32:00,2025-12-30 11:00:00,2025-12-30 11:17:00,129,10.97,21.93,0,8,0,153.9,credit_card
chk_00854,outlet_main_dining,mbr_117,2025-12-30 19:25:00,2025-12-30 20:10:00,2025-12-30 19:34:00,2025-12-30 19:55:00,69,5.87,16.56,0,0,0,91.43,member_charge
chk_00855,outlet_grill,mbr_117,2025-12-17 12:34:00,2025-12-17 13:29:00,2025-12-17 12:49:00,2025-12-17 13:23:00,154,13.09,38.5,0,0,0,205.59,credit_card
chk_00895,outlet_bar_lounge,mbr_120,2026-02-24 15:06:00,2026-02-24 16:33:00,2026-02-24 15:12:00,2026-02-24 16:22:00,18,1.53,3.6,0,0,0,23.13,cash
chk_00904,outlet_grill,mbr_121,2026-03-05 13:38:00,2026-03-05 14:37:00,2026-03-05 13:43:00,2026-03-05 14:31:00,164,13.94,24.6,0,0,0,202.54,credit_card
chk_00894,outlet_grill,mbr_120,2026-03-09 12:34:00,2026-03-09 13:29:00,2026-03-09 12:49:00,2026-03-09 13:23:00,155,13.18,23.25,0,0,0,191.43,credit_card
chk_00896,outlet_bar_lounge,mbr_121,2026-02-11 17:15:00,2026-02-11 18:30:00,2026-02-11 17:22:00,2026-02-11 18:21:00,44,3.74,7.92,0,0,0,55.66,member_charge
chk_00897,outlet_grill,mbr_121,2025-12-30 10:25:00,2025-12-30 11:11:00,2025-12-30 10:34:00,2025-12-30 10:56:00,70,5.95,16.8,18,0,0,74.75,member_charge
chk_00898,outlet_grill,mbr_121,2026-03-09 12:56:00,2026-03-09 13:51:00,2026-03-09 13:11:00,2026-03-09 13:45:00,155,13.18,23.25,0,0,0,191.43,cash
chk_00901,outlet_bar_lounge,mbr_121,2026-02-20 15:47:00,2026-02-20 16:55:00,2026-02-20 16:00:00,2026-02-20 16:47:00,130,11.05,22.1,0,14,0,149.15,credit_card
chk_00902,outlet_bar_lounge,mbr_121,2026-02-07 18:57:00,2026-02-07 20:15:00,2026-02-07 19:05:00,2026-02-07 20:05:00,52,4.42,9.88,0,0,0,66.3,cash
chk_00903,outlet_main_dining,mbr_121,2025-12-25 20:28:00,2025-12-25 21:17:00,2025-12-25 20:38:00,2025-12-25 21:12:00,78,6.63,18.72,0,0,0,103.35,member_charge
chk_00907,outlet_grill,mbr_121,2026-02-16 11:50:00,2026-02-16 13:01:00,2026-02-16 12:04:00,2026-02-16 12:52:00,138,11.73,23.46,0,0,0,173.19,credit_card
chk_00909,outlet_bar_lounge,mbr_122,2026-02-20 15:47:00,2026-02-20 16:55:00,2026-02-20 16:00:00,2026-02-20 16:47:00,26,2.21,4.42,0,0,0,32.63,credit_card
chk_00910,outlet_bar_lounge,mbr_122,2026-02-07 18:19:00,2026-02-07 19:37:00,2026-02-07 18:27:00,2026-02-07 19:27:00,52,4.42,11.96,0,0,0,68.38,member_charge
chk_00934,outlet_grill,mbr_124,2025-12-20 12:53:00,2025-12-20 13:45:00,2025-12-20 13:07:00,2025-12-20 13:40:00,147,12.5,36.75,0,0,0,196.25,cash
chk_00937,outlet_grill,mbr_124,2026-02-24 10:44:00,2026-02-24 11:49:00,2026-02-24 10:57:00,2026-02-24 11:42:00,122,10.37,19.52,0,13,0,138.89,credit_card
chk_00938,outlet_bar_lounge,mbr_124,2026-02-11 17:54:00,2026-02-11 19:09:00,2026-02-11 18:01:00,2026-02-11 19:00:00,44,3.74,7.92,0,0,0,55.66,cash
chk_00983,outlet_grill,mbr_128,2025-12-20 12:54:00,2025-12-20 13:47:00,2025-12-20 13:08:00,2025-12-20 13:42:00,148,12.58,37,0,0,0,197.58,cash
chk_00956,outlet_bar_lounge,mbr_126,2026-02-19 15:47:00,2026-02-19 16:56:00,2026-02-19 15:53:00,2026-02-19 16:48:00,27,2.3,4.59,0,0,0,33.89,credit_card
chk_01012,outlet_grill,mbr_130,2026-02-28 14:03:00,2026-02-28 15:06:00,2026-02-28 14:08:00,2026-02-28 14:59:00,174,14.79,34.8,0,0,16,207.59,cash
chk_00951,outlet_bar_lounge,mbr_125,2026-02-06 18:19:00,2026-02-06 19:37:00,2026-02-06 18:27:00,2026-02-06 19:27:00,53,4.51,10.07,0,0,0,67.58,member_charge
chk_00952,outlet_grill,mbr_125,2025-12-25 11:28:00,2025-12-25 12:17:00,2025-12-25 11:38:00,2025-12-25 12:12:00,79,6.72,18.96,0,0,0,104.68,member_charge
chk_00953,outlet_grill,mbr_125,2026-03-05 13:00:00,2026-03-05 13:59:00,2026-03-05 13:05:00,2026-03-05 13:53:00,164,13.94,24.6,0,0,0,202.54,cash
chk_00972,outlet_bar_lounge,mbr_127,2026-02-15 16:51:00,2026-02-15 18:03:00,2026-02-15 16:58:00,2026-02-15 17:54:00,36,3.06,6.48,0,0,0,45.54,credit_card
chk_00974,outlet_grill,mbr_127,2025-12-20 12:32:00,2025-12-20 13:25:00,2025-12-20 12:46:00,2025-12-20 13:20:00,148,12.58,37,0,0,0,197.58,member_charge
chk_00977,outlet_grill,mbr_127,2026-02-24 10:44:00,2026-02-24 11:49:00,2026-02-24 10:57:00,2026-02-24 11:42:00,122,10.37,19.52,0,13,0,138.89,credit_card
chk_00978,outlet_bar_lounge,mbr_127,2026-02-11 17:54:00,2026-02-11 19:09:00,2026-02-11 18:01:00,2026-02-11 19:00:00,45,3.83,8.1,0,0,0,56.93,cash
chk_00980,outlet_grill,mbr_127,2026-03-09 13:35:00,2026-03-09 14:31:00,2026-03-09 13:50:00,2026-03-09 14:25:00,156,13.26,23.4,0,0,0,192.66,credit_card
chk_01093,outlet_grill,mbr_138,2025-12-23 11:51:00,2025-12-23 12:41:00,2025-12-23 12:05:00,2025-12-23 12:36:00,141,11.99,35.25,0,0,0,188.24,credit_card
chk_01033,outlet_main_dining,mbr_133,2026-03-08 07:35:00,2026-03-08 08:31:00,2026-03-08 07:46:00,2026-03-08 08:25:00,97,8.25,14.55,0,0,0,119.8,credit_card
chk_01060,outlet_bar_lounge,mbr_135,2026-02-01 19:01:00,2026-02-01 20:23:00,2026-02-01 19:06:00,2026-02-01 20:13:00,63,5.36,11.97,0,0,0,80.33,cash
chk_01066,outlet_main_dining,mbr_136,2025-12-20 07:32:00,2025-12-20 08:25:00,2025-12-20 07:43:00,2025-12-20 08:20:00,89,7.57,22.25,0,0,0,118.82,credit_card
chk_01024,outlet_bar_lounge,mbr_132,2026-02-14 16:13:00,2026-02-14 17:25:00,2026-02-14 16:20:00,2026-02-14 17:16:00,37,3.15,8.14,0,0,0,48.29,member_charge
chk_01026,outlet_grill,mbr_132,2025-12-20 12:54:00,2025-12-20 13:47:00,2025-12-20 13:09:00,2025-12-20 13:42:00,149,12.67,26.82,0,0,0,188.49,cash
chk_01029,outlet_bar_lounge,mbr_132,2026-02-23 15:45:00,2026-02-23 16:51:00,2026-02-23 15:58:00,2026-02-23 16:43:00,20,1.7,3.2,0,13,0,11.9,credit_card
chk_01030,outlet_bar_lounge,mbr_132,2026-02-10 17:16:00,2026-02-10 18:31:00,2026-02-10 17:24:00,2026-02-10 18:22:00,46,3.91,10.12,0,0,0,60.03,member_charge
chk_01031,outlet_grill,mbr_132,2025-12-29 10:26:00,2025-12-29 11:12:00,2025-12-29 10:35:00,2025-12-29 10:57:00,131,11.14,31.44,19,0,0,154.58,member_charge
chk_01034,outlet_bar_lounge,mbr_133,2026-02-23 15:45:00,2026-02-23 16:51:00,2026-02-23 15:51:00,2026-02-23 16:43:00,20,1.7,3.2,0,0,0,24.9,credit_card
chk_01036,outlet_grill,mbr_133,2025-12-28 10:26:00,2025-12-28 11:13:00,2025-12-28 10:39:00,2025-12-28 10:58:00,131,11.14,31.44,0,8,0,165.58,member_charge
chk_01096,outlet_bar_lounge,mbr_138,2026-02-27 14:42:00,2026-02-27 15:45:00,2026-02-27 14:54:00,2026-02-27 15:38:00,116,9.86,18.56,0,0,0,144.42,credit_card
chk_01150,outlet_grill,mbr_143,2025-12-19 12:55:00,2025-12-19 14:11:00,2025-12-19 13:10:00,2025-12-19 14:06:00,151,12.84,27.18,0,0,0,191.02,cash
chk_01097,outlet_grill,mbr_139,2026-03-03 13:39:00,2026-03-03 14:39:00,2026-03-03 13:44:00,2026-03-03 14:33:00,167,14.2,25.05,0,0,0,206.25,credit_card
chk_01101,outlet_bar_lounge,mbr_139,2026-02-01 19:01:00,2026-02-01 20:23:00,2026-02-01 19:06:00,2026-02-01 20:12:00,64,5.44,12.16,0,0,0,81.6,cash
chk_01107,outlet_bar_lounge,mbr_140,2026-02-27 14:42:00,2026-02-27 15:45:00,2026-02-27 14:47:00,2026-02-27 15:38:00,176,14.96,28.16,0,0,0,219.12,credit_card
chk_01135,outlet_bar_lounge,mbr_142,2026-02-01 19:01:00,2026-02-01 20:23:00,2026-02-01 19:06:00,2026-02-01 20:12:00,64,5.44,12.16,0,0,0,81.6,cash
chk_01146,outlet_main_dining,mbr_143,2025-12-19 07:33:00,2025-12-19 08:27:00,2025-12-19 07:44:00,2025-12-19 08:22:00,91,7.74,22.75,0,0,0,121.49,credit_card
chk_01201,outlet_grill,mbr_148,2025-12-31 10:46:00,2025-12-31 11:30:00,2025-12-31 10:59:00,2025-12-31 11:15:00,126,10.71,30.24,0,8,0,158.95,credit_card
chk_01213,outlet_bar_lounge,mbr_149,2026-02-04 18:58:00,2026-02-04 20:18:00,2026-02-04 19:13:00,2026-02-04 20:08:00,57,4.85,10.83,0,0,0,72.68,cash
chk_01186,outlet_grill,mbr_147,2025-12-23 11:30:00,2025-12-23 12:21:00,2025-12-23 11:40:00,2025-12-23 12:16:00,83,7.06,20.75,0,0,0,110.81,member_charge
chk_01198,outlet_grill,mbr_148,2025-12-18 12:33:00,2025-12-18 13:27:00,2025-12-18 12:44:00,2025-12-18 13:22:00,151,12.84,37.75,0,0,0,201.59,credit_card
chk_01153,outlet_bar_lounge,mbr_144,2026-02-13 16:52:00,2026-02-13 18:05:00,2026-02-13 17:06:00,2026-02-13 17:56:00,142,12.07,25.56,0,0,0,179.63,credit_card
chk_01155,outlet_grill,mbr_144,2025-12-19 12:33:00,2025-12-19 13:27:00,2025-12-19 12:44:00,2025-12-19 13:22:00,91,7.74,22.75,0,0,0,121.49,credit_card
chk_01156,outlet_bar_lounge,mbr_144,2026-02-26 14:04:00,2026-02-26 15:07:00,2026-02-26 14:09:00,2026-02-26 15:00:00,176,14.96,28.16,0,0,0,219.12,cash
chk_01159,outlet_bar_lounge,mbr_144,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:10:00,2026-02-09 19:02:00,151,12.84,27.18,0,0,0,191.02,cash
chk_01161,outlet_grill,mbr_144,2026-03-07 08:36:00,2026-03-07 09:33:00,2026-03-07 08:47:00,2026-03-07 09:27:00,100,8.5,15,0,0,0,123.5,credit_card
chk_01172,outlet_grill,mbr_146,2026-03-07 13:36:00,2026-03-07 14:33:00,2026-03-07 13:51:00,2026-03-07 14:27:00,160,13.6,24,0,0,0,197.6,credit_card
chk_01223,outlet_main_dining,mbr_150,2025-12-23 20:30:00,2025-12-23 21:21:00,2025-12-23 20:40:00,2025-12-23 21:16:00,83,7.06,20.75,0,0,0,110.81,member_charge
chk_01224,outlet_grill,mbr_150,2026-03-02 14:40:00,2026-03-02 15:41:00,2026-03-02 14:45:00,2026-03-02 15:34:00,169,14.37,25.35,0,0,0,208.72,credit_card
chk_01215,outlet_grill,mbr_149,2026-03-02 14:39:00,2026-03-02 15:39:00,2026-03-02 14:51:00,2026-03-02 15:32:00,169,14.37,25.35,0,0,0,208.72,credit_card
chk_01216,outlet_bar_lounge,mbr_149,2026-02-17 16:11:00,2026-02-17 17:21:00,2026-02-17 16:18:00,2026-02-17 17:13:00,32,2.72,6.72,0,0,0,41.44,cash
chk_01217,outlet_grill,mbr_150,2025-12-27 11:27:00,2025-12-27 12:15:00,2025-12-27 11:37:00,2025-12-27 12:00:00,75,6.38,18,19,0,0,80.38,member_charge
chk_01218,outlet_grill,mbr_150,2026-03-07 13:36:00,2026-03-07 14:33:00,2026-03-07 13:51:00,2026-03-07 14:27:00,160,13.6,24,0,0,0,197.6,cash
chk_01221,outlet_grill,mbr_150,2026-02-17 11:49:00,2026-02-17 12:59:00,2026-02-17 12:03:00,2026-02-17 12:51:00,135,11.48,22.95,0,14,0,155.43,credit_card
chk_01222,outlet_bar_lounge,mbr_150,2026-02-04 18:59:00,2026-02-04 20:19:00,2026-02-04 19:07:00,2026-02-04 20:09:00,57,4.85,10.83,0,0,0,72.68,cash
chk_01227,outlet_grill,mbr_150,2026-02-13 11:52:00,2026-02-13 13:05:00,2026-02-13 12:06:00,2026-02-13 12:56:00,143,12.16,25.74,0,0,0,180.9,cash
chk_01229,outlet_bar_lounge,mbr_151,2026-02-17 16:49:00,2026-02-17 17:59:00,2026-02-17 17:03:00,2026-02-17 17:51:00,32,2.72,5.44,0,14,0,26.16,credit_card
chk_01230,outlet_bar_lounge,mbr_151,2026-02-04 18:21:00,2026-02-04 19:41:00,2026-02-04 18:29:00,2026-02-04 19:31:00,58,4.93,13.34,0,0,0,76.27,member_charge
chk_01231,outlet_grill,mbr_151,2025-12-22 11:30:00,2025-12-22 12:21:00,2025-12-22 11:40:00,2025-12-22 12:16:00,143,12.16,35.75,0,0,0,190.91,member_charge
chk_01232,outlet_grill,mbr_151,2026-03-02 14:02:00,2026-03-02 15:03:00,2026-03-02 14:07:00,2026-03-02 14:56:00,169,14.37,25.35,0,0,0,208.72,cash
chk_01334,outlet_grill,mbr_161,2025-12-17 12:56:00,2025-12-17 13:51:00,2025-12-17 13:11:00,2025-12-17 13:45:00,154,13.09,27.72,0,0,0,194.81,cash
chk_01269,outlet_grill,mbr_155,2025-12-22 11:30:00,2025-12-22 12:21:00,2025-12-22 11:40:00,2025-12-22 12:16:00,144,12.24,36,0,0,0,192.24,member_charge
chk_01304,outlet_grill,mbr_158,2026-03-01 14:02:00,2026-03-01 15:03:00,2026-03-01 14:07:00,2026-03-01 14:56:00,171,14.54,27.36,0,0,0,212.9,cash
chk_01310,outlet_main_dining,mbr_159,2026-03-02 09:40:00,2026-03-02 10:41:00,2026-03-02 09:52:00,2026-03-02 10:34:00,111,9.44,17.76,0,0,0,138.2,credit_card
chk_01311,outlet_bar_lounge,mbr_159,2026-02-16 16:50:00,2026-02-16 18:01:00,2026-02-16 16:57:00,2026-02-16 17:53:00,33,2.81,5.61,0,0,0,41.42,credit_card
chk_01314,outlet_grill,mbr_159,2026-03-01 14:02:00,2026-03-01 15:26:00,2026-03-01 14:07:00,2026-03-01 15:15:00,171,14.54,34.2,0,0,0,219.74,cash
chk_01319,outlet_grill,mbr_159,2025-12-17 12:34:00,2025-12-17 13:29:00,2025-12-17 12:45:00,2025-12-17 13:23:00,153,13.01,38.25,0,0,0,204.26,credit_card
chk_01320,outlet_bar_lounge,mbr_159,2026-02-25 15:05:00,2026-02-25 16:10:00,2026-02-25 15:11:00,2026-02-25 16:03:00,179,15.22,35.8,0,0,0,230.02,cash
chk_01349,outlet_grill,mbr_164,2025-12-21 12:53:00,2025-12-21 13:45:00,2025-12-21 13:07:00,2025-12-21 13:40:00,146,12.41,26.28,0,0,0,184.69,cash
